Entry,Exit,EntryPrice,ExitPrice,PnL,Equity
2021-05-03,2021-05-17,26.94300079345703,28.131216321672714,4000.000000000012,104000.00000000001
2021-06-04,2021-06-17,27.878999710083008,27.10628523145403,-2080.0000000000005,101920.00000000001
2021-09-03,2021-09-08,24.761999130249023,24.231428146362305,-2038.4000000000003,99881.60000000002
2021-11-04,2021-11-11,23.9060001373291,24.989214488438197,3995.263999999988,103876.864
2022-03-17,2022-04-22,25.583999633789062,24.447749887193954,-2077.53728,101799.32672
2022-09-12,2022-09-23,19.7549991607666,19.09157085418701,-2035.9865343999998,99763.3401856
2022-11-01,2022-11-08,19.67300033569336,21.020001002720424,3990.533607423989,103753.87379302399
2023-01-06,2023-02-03,23.82200050354004,23.126536301204137,-2075.07747586048,101678.7963171635
2023-06-08,2023-06-20,24.263999938964844,23.717571326664515,-2033.57592634327,99645.22039082024
2023-07-12,2023-08-07,24.118999481201172,23.520499638148717,-1992.9044078164047,97652.31598300383
2023-09-20,2023-09-26,23.57900047302246,23.060857364109584,-1953.0463196600767,95699.26966334376
2023-11-14,2023-11-24,23.07900047302246,24.30064378465925,3827.9707865337505,99527.24044987751
2023-12-14,2024-01-03,24.09600067138672,23.162143571036204,-1990.5448089975503,97536.69564087996
2024-03-01,2024-03-06,23.149999618530273,24.24607058933803,3901.4678256351863,101438.16346651515
2024-05-06,2024-05-15,27.368999481201172,28.9853572845459,4057.526538660606,105495.69000517575
2024-06-06,2024-06-07,31.246999740600586,29.705964292798726,-2109.9138001035153,103385.77620507224
2024-06-12,2024-07-25,30.176000595092773,28.718214784349716,-2067.7155241014448,101318.0606809708
2024-09-12,2024-09-24,29.743000030517578,31.555642809186665,4052.722427238832,105370.78310820962
2024-10-10,2024-10-21,31.0049991607666,33.093856130327495,4214.831324328385,109585.61443253802
2025-01-15,2025-01-27,31.319000244140625,30.517143181392125,-2191.7122886507605,107393.90214388726
2025-03-05,2025-03-27,32.858001708984375,34.87807396480015,4295.756085755491,111689.65822964275
2025-05-06,2025-05-16,33.112998962402344,32.1744271005903,-2233.793164592855,109455.86506504989
2025-05-20,2025-06-05,32.97999954223633,35.01121180398123,4378.234602601996,113834.09966765188
2025-08-05,2025-08-29,37.6870002746582,39.37835611615862,4553.3639867060565,118387.46365435794
2025-10-23,2025-11-28,48.481998443603516,54.65728514535086,4735.498546174313,123122.96220053226
